0,1,2,3
2025-04-21 12:46:21.744363+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 12:46:25.094427+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 12:48:23.836483+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 12:48:23.836887+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 12:48:23.837232+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 12:48:29.736535+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 12:48:29.736898+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 12:48:29.754566+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 12:48:29.754891+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 12:48:32.755484+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 12:48:32.755829+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 12:48:32.756110+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 12:48:32.756369+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 12:52:11.755172+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 12:52:11.755574+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 12:52:11.755865+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 12:52:11.756207+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 12:57:18.153543+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:00:09.376762+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:00:09.394681+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:00:31.394849+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:00:31.434615+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:03:34.186663+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:03:34.207827+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:03:38.954134+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:03:38.973961+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:04:36.577499+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:04:36.577902+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:04:36.595341+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:04:36.595667+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:07:13.636354+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:07:13.636749+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:07:13.656345+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:07:13.656671+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:08:53.035475+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:08:53.035875+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:08:53.054031+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:08:53.054439+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:20.894788+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:20.895213+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:20.915553+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:09:20.915907+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:09:21.196044+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:09:21.196369+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:21.215464+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:21.215806+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:39.075641+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:39.076044+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:39.076319+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:09:39.076582+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:09:39.455278+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:09:39.455621+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:39.475435+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:09:39.475776+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:10:14.634867+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:10:14.635294+00:00,KXBTC-25APR2117-B87250,17,13
2025-04-21 13:10:14.655371+00:00,KXBTC-25APR2117-B87250,17,11
2025-04-21 13:10:14.655821+00:00,KXBTC-25APR2117-B87250,17,14
2025-04-21 13:13:54.834849+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:13:55.213839+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:27.854811+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:27.855194+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:27.875183+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:27.875509+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:14:35.715235+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:35.715584+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:35.735097+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:35.735423+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:54.475245+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:54.475642+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:54.496268+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:54.496593+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:14:54.796967+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:54.797296+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:54.876478+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:54.895521+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:54.994436+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:54.994761+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:55.016290+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:55.016615+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:14:55.076074+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:55.076400+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:55.094980+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:55.095307+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:55.215543+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:55.215897+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:55.216205+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:55.216508+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:14:55.554647+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:55.554991+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:55.555291+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:55.555625+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:57.174440+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:57.174767+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:14:57.195431+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:14:57.195770+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:17:35.798447+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:17:35.820665+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:17:38.254981+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:17:38.274782+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:19:21.681137+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:19:21.694820+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:19:28.414830+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:19:28.435133+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:19:47.107736+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:19:47.118645+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:19:47.254852+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:19:47.735801+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:21:08.455348+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:08.455736+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:08.475005+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:08.475333+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:21.439720+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:21.440128+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:21.635446+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:21.635786+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:21:21.736552+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:21.736877+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:21.914825+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:21.915150+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:38.196598+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:38.196990+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:38.215893+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:38.216219+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:21:38.394984+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:38.395308+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:38.414885+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:38.415211+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:43.134551+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:43.134931+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:43.157002+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:43.157328+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:21:50.275050+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:50.275454+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:50.296483+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:50.296871+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:50.514762+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:50.515200+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:50.534373+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:50.534687+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:21:50.675619+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:50.675948+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:50.695091+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:50.695403+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:51.055768+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:51.056170+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:51.056512+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:51.056779+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:21:51.314034+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:51.314359+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:51.335994+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:51.336319+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:21:58.874658+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:58.875401+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:21:58.956097+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:21:58.975689+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:22:59.963350+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:22:59.976287+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:23:02.913981+00:00,KXBTC-25APR2117-B87250,18,11
2025-04-21 13:23:02.914465+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:23:27.295114+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:23:27.513689+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:23:35.615452+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:23:36.516610+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:28:10.636114+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:28:10.636479+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:28:10.675110+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:28:10.675436+00:00,KXBTC-25APR2117-B87250,18,16
2025-04-21 13:28:13.434295+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:28:13.434632+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:28:13.455423+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:28:13.455774+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:28:52.215425+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:28:52.215829+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:28:52.334521+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:28:52.334847+00:00,KXBTC-25APR2117-B87250,18,16
2025-04-21 13:29:37.815133+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:29:37.815482+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:29:37.834450+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:29:37.834777+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:29:37.894063+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:29:37.894390+00:00,KXBTC-25APR2117-B87250,18,16
2025-04-21 13:29:37.916397+00:00,KXBTC-25APR2117-B87250,18,16
2025-04-21 13:29:37.916721+00:00,KXBTC-25APR2117-B87250,18,16
2025-04-21 13:29:42.974494+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:29:42.974897+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:29:42.994309+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:29:42.994636+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:29:44.415216+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:29:44.415584+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:29:44.434429+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:29:44.434755+00:00,KXBTC-25APR2117-B87250,18,16
2025-04-21 13:30:00.374798+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:30:00.375195+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:30:00.394253+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:30:00.394579+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:30:10.346661+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:30:10.356072+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:30:11.434559+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:30:11.434954+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:30:45.585758+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:30:45.840592+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:30:45.913821+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:30:46.433962+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:31:11.580460+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:31:11.594960+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:31:12.560875+00:00,KXBTC-25APR2117-B87250,18,12
2025-04-21 13:31:12.575140+00:00,KXBTC-25APR2117-B87250,18,15
2025-04-21 13:33:27.654265+00:00,KXBTC-25APR2117-B87250,20,15
2025-04-21 13:33:28.114400+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:34:03.423425+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:34:03.429167+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:34:03.671818+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:34:04.177626+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:36:12.343547+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:36:12.357618+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:36:15.554688+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:36:15.555045+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:38:00.433851+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:38:00.434258+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:00.454806+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:00.455134+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:00.598431+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:00.598756+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:00.614083+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:38:00.614408+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:38:01.294359+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:38:01.294684+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:01.294991+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:01.295292+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:10.675195+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:10.675596+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:10.676013+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:38:10.676279+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:38:10.914681+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:38:10.915007+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:10.934653+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:10.934980+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:11.014500+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:11.014825+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:11.034331+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:38:11.034652+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:38:11.174933+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:38:11.175260+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:11.175655+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:11.175971+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:11.455960+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:11.456289+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:11.476017+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:38:11.476343+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:38:15.178111+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:38:15.178474+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:15.194785+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:15.195109+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:19.054649+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:19.393872+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:19.975923+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:20.394040+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:23.255119+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:23.255459+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:38:23.274288+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:38:23.274614+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:38:32.219207+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:38:32.239165+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:38:32.939532+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:38:32.939979+00:00,KXBTC-25APR2117-B87250,19,15
2025-04-21 13:39:33.394787+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:39:33.395174+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:39:33.434974+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:39:33.435304+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:39:40.294912+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:39:41.134105+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:39:44.095588+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:39:44.154542+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:39:59.595520+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:40:57.700243+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:40:57.722267+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:40:57.935532+00:00,KXBTC-25APR2117-B87250,19,12
2025-04-21 13:40:57.936245+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:42:21.074310+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:42:21.074777+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:42:22.475099+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:42:22.574288+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:42:23.473920+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:42:23.474299+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:42:59.741250+00:00,KXBTC-25APR2117-B87250,18,13
2025-04-21 13:42:59.988315+00:00,KXBTC-25APR2117-B87250,18,13
2025-04-21 13:43:01.554384+00:00,KXBTC-25APR2117-B87250,18,13
2025-04-21 13:43:01.554831+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:43:16.334823+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:43:23.425031+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:43:23.437516+00:00,KXBTC-25APR2117-B87250,25,13
2025-04-21 13:43:29.117362+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:43:29.117797+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:43:31.374044+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:43:40.061432+00:00,KXBTC-25APR2117-B87250,18,13
2025-04-21 13:43:40.079800+00:00,KXBTC-25APR2117-B87250,18,13
2025-04-21 13:43:40.495368+00:00,KXBTC-25APR2117-B87250,18,13
2025-04-21 13:43:40.495694+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:43:52.384314+00:00,KXBTC-25APR2117-B87250,18,13
2025-04-21 13:43:52.396408+00:00,KXBTC-25APR2117-B87250,18,13
2025-04-21 13:43:55.014578+00:00,KXBTC-25APR2117-B87250,18,13
2025-04-21 13:43:55.214105+00:00,KXBTC-25APR2117-B87250,18,14
2025-04-21 13:44:11.173514+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:44:11.394933+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:44:25.706063+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:44:25.718415+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:44:26.974993+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:44:26.994205+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:44:59.981260+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:44:59.995370+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:45:01.074652+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:45:01.094342+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:46:42.664816+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:46:42.676374+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:46:43.814418+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:46:43.814753+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:47:49.368663+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:47:49.372143+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:47:50.156116+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:47:50.156523+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:48:04.665394+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:48:04.675962+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:48:07.674507+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:48:07.693736+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:48:35.570198+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:48:35.926582+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:48:37.314349+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:48:37.436112+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:48:41.041502+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:48:41.288004+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:48:46.454545+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:48:46.454988+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:49:32.867982+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:49:33.121317+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:49:33.862979+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:49:34.338769+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:50:28.661252+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:50:28.675076+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:50:30.258723+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:50:30.437550+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:50:44.850258+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:50:44.852964+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:50:50.694628+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:50:50.695014+00:00,KXBTC-25APR2117-B87250,19,14
2025-04-21 13:51:04.304383+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:51:04.316983+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:51:04.594257+00:00,KXBTC-25APR2117-B87250,19,13
2025-04-21 13:51:04.614084+00:00,KXBTC-25APR2117-B87250,19,14
